"Content","Info","Reference","Editor","Source Index","Source Timestamp"
"\sum_{j=1}^N","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\epsilon_{ij}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0j}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\delta\lambda_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[M_0]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}</math>.","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"By","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"equation","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"(1):","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
":<math>\sum_{j=1}^N","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"\epsilon_{ij}","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"\lambda_{0j}","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"[M_0]","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"\mathbf{x}_{0j}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"K]\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[M_0]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\sum_{j=1}^N","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\epsilon_{ij}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0j}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\delta\lambda_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[M_0]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}</math>.","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"Because","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"the","text","","","-1","2016-12-20T06:25:05.543+01:00"
"eigenvectors","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"are","text","","","-1","2016-12-20T06:25:05.543+01:00"
"orthogonal,","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"we","text","","","-1","2016-12-20T06:25:05.543+01:00"
"can","text","","","-1","2016-12-20T06:25:05.543+01:00"
"remove","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"the","text","","","-1","2016-12-20T06:25:05.543+01:00"
"summations","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"by","text","","","-1","2016-12-20T06:25:05.543+01:00"
"left","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"multiplying","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"by","text","","","-1","2016-12-20T06:25:05.543+01:00"
"<math>\mathbf{x}_{0i}^T</math>:","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
":<math>\mathbf{x}_{0i}^T","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"\epsilon_{ii}","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"\lambda_{0i}","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"[M_0]","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}^T[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"K]\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}^T[M_0]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\epsilon_{ii}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}\mathbf{x}_{0i}^T","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\delta\lambda_i\mathbf{x}_{0i}^T","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[M_0]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"</math>.","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"By","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"use","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"of","text","","","-1","2016-12-20T06:25:05.652+01:00"
"equation","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"(1)","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"again:","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
":<math>\mathbf{x}_{0i}^T[K_0]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\epsilon_{ii}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}^T[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"K]\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}^T[M_0]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\epsilon_{ii}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}\mathbf{x}_{0i}^T","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\delta\lambda_i\mathbf{x}_{0i}^T","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[M_0]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"~~(6)","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"</math>.","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"The","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"two","text","","","-1","2016-12-20T06:25:05.543+01:00"
"terms","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"containing","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"<math>\epsilon_{ii}</math>","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"are","text","","","-1","2016-12-20T06:25:05.543+01:00"
"equal","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"because","text","","","-1","2016-12-20T06:25:05.543+01:00"
"left-multiplying","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"(1)","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"by","text","","","-1","2016-12-20T06:25:05.543+01:00"
"<math>\mathbf{x}_{0i}","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"^T</math>","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"gives","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
":<math>\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}</math>.","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"Canceling","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"those","text","","","-1","2016-12-20T06:25:05.543+01:00"
"terms","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"in","text","","","-1","2016-12-20T06:25:05.543+01:00"
"(6)","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"leaves","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
":<math>\mathbf{x}_{0i}^T[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"K]\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}^T[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\delta\lambda_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}^T","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[M_0]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}</math>.","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"Rearranging","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"gives","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
":<math>\delta\lambda_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\frac{\mathbf{x}^T_{0i}([\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"K]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"-","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
")\mathbf{x}_{0i}}{\mathbf{x}_{0i}^T[M_0]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}}</math>","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"But","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"by","text","","","-1","2016-12-20T06:25:05.543+01:00"
"(2),","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"this","text","","","-1","2016-12-20T06:25:05.543+01:00"
"denominator","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"is","text","","","-1","2016-12-20T06:25:05.543+01:00"
"equal","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"to","text","","","-1","2016-12-20T06:25:05.543+01:00"
"1.","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"Thus","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
":<math>\delta\lambda_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}^T_{0i}([\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"K]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"-","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
")\mathbf{x}_{0i}</math>&nbsp;&nbsp;&nbsp;■","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"Then,","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"by","text","","","-1","2016-12-20T06:25:05.543+01:00"
"left","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"multiplying","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"equation","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"(6)","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"by","text","","","-1","2016-12-20T06:25:05.652+01:00"
"<math>\mathbf{x}_{0k}</math>","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"(for","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"<math>i\neq","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"k</math>):","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
":<math>\epsilon_{ik}","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\frac{\mathbf{x}^T_{0i}([\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"K]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"-","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0k}[\delta","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"M])\mathbf{x}_{0k}}{\lambda_{0k}-\lambda_{0i}},","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"\qquad","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"i\neq","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"k</math>.","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"Or","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"by","text","","","-1","2016-12-20T06:25:05.652+01:00"
"changing","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"the","text","","","-1","2016-12-20T06:25:05.652+01:00"
"name","text","","","-1","2016-12-20T06:25:05.652+01:00"
"of","text","","","-1","2016-12-20T06:25:05.652+01:00"
"the","text","","","-1","2016-12-20T06:25:05.652+01:00"
"indices:","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
":<math>\epsilon_{ij}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\frac{\mathbf{x}^T_{0i}([\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"K]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"-","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0j}[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M])\mathbf{x}_{0j}}{\lambda_{0j}-\lambda_{0i}},","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\qquad","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"i\neq","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"j</math>.","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"To","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"find","text","","","-1","2016-12-20T06:25:05.543+01:00"
"<math>\epsilon_{ii}</math>,","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"use","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
":<math>\mathbf{x}^T_i[M]\mathbf{x}_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"1","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\Rightarrow","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\epsilon_{ii}=-\frac{1}{2}\mathbf{x}^T_{0i}[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M]\mathbf{x}_{0i}</math>.","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"==","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"Summary","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"==","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
":<math>\lambda_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}^T_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"([\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"K]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"-","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M])","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}</math>","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"and","text","","","-1","2016-12-20T06:25:05.543+01:00"
":<math>\mathbf{x}_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}(1","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"-","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\frac{1}{2}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}^T_{0i}[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i})","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\sum_{j=1\atop","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"j\neq","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"i}^N","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\frac{\mathbf{x}^T_{0j}([\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"K]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"-","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M])\mathbf{x}_{0i}}{\lambda_{0i}-\lambda_{0j}}\mathbf{x}_{0j}</math>","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"==Results==","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"This","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"means","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"it","text","","","-1","2016-12-20T06:25:05.543+01:00"
"is","text","","","-1","2016-12-20T06:25:05.543+01:00"
"possible","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"to","text","","","-1","2016-12-20T06:25:05.543+01:00"
"efficiently","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"do","text","","","-1","2016-12-20T06:25:05.543+01:00"
"a","text","","","-1","2016-12-20T06:25:05.543+01:00"
"[[sensitivity","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"analysis]]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"on","text","","","-1","2016-12-20T06:25:05.543+01:00"
"<math>\lambda_i</math>","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"as","text","","","-1","2016-12-20T06:25:05.543+01:00"
"a","text","","","-1","2016-12-20T06:25:05.543+01:00"
"function","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"of","text","","","-1","2016-12-20T06:25:05.543+01:00"
"changes","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"in","text","","","-1","2016-12-20T06:25:05.543+01:00"
"the","text","","","-1","2016-12-20T06:25:05.543+01:00"
"entries","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"of","text","","","-1","2016-12-20T06:25:05.543+01:00"
"the","text","","","-1","2016-12-20T06:25:05.543+01:00"
"matrices.","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"(Recall","text","","128.113.131.145","1","2007-04-10T18:52:23.000Z"
"that","text","","","-1","2016-12-20T06:25:05.543+01:00"
"the","text","","","-1","2016-12-20T06:25:05.543+01:00"
"matrices","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"are","text","","","-1","2016-12-20T06:25:05.543+01:00"
"symmetric","text","","128.113.131.145","1","2007-04-10T18:52:23.000Z"
"and","text","","","-1","2016-12-20T06:25:05.574+01:00"
"so","text","","","-1","2016-12-20T06:25:05.574+01:00"
"changing","text","","128.113.131.145","1","2007-04-10T18:52:23.000Z"
"<math>K_{(k\ell)}</math>","text","","128.113.131.145","1","2007-04-10T18:52:23.000Z"
"will","text","","","-1","2016-12-20T06:25:05.574+01:00"
"also","text","","","-1","2016-12-20T06:25:05.574+01:00"
"change","text","","128.113.131.145","1","2007-04-10T18:52:23.000Z"
"<math>K_{(\ell","text","","128.113.131.145","2","2007-04-10T18:52:59.000Z"
"k)}</math>,","text","","128.113.131.145","1","2007-04-10T18:52:23.000Z"
"hence","text","","","-1","2016-12-20T06:25:05.574+01:00"
"the","text","","","-1","2016-12-20T06:25:05.574+01:00"
"<math>(2-\delta_k^\ell)</math>","text","","128.113.131.145","1","2007-04-10T18:52:23.000Z"
"term.)","text","","128.113.131.145","1","2007-04-10T18:52:23.000Z"
":<math>\frac{\partial","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_i}{\partial","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"K_{(k\ell)}}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\frac{\partial}{\partial","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"K_{(k\ell)}}\left(\lambda_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}^T_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"([\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"K]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"-","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M])","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}\right)","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"x_{0i(k)}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"x_{0i(\ell)}","text","","128.113.131.145","1","2007-04-10T18:52:23.000Z"
"(2-\delta_k^\ell)</math>","text","","128.113.131.145","1","2007-04-10T18:52:23.000Z"
"and","text","","","-1","2016-12-20T06:25:05.543+01:00"
":<math>\frac{\partial","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_i}{\partial","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M_{(k\ell)}}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\frac{\partial}{\partial","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M_{(k\ell)}}\left(\lambda_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}^T_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"([\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"K]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"-","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M])","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}\right)","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"x_{0i(k)}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"x_{0i(\ell)}(2-\delta_k^\ell)</math>.","text","","128.113.131.145","1","2007-04-10T18:52:23.000Z"
"Similarly","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
":<math>\frac{\partial\mathbf{x}_i}{\partial","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"K_{(k\ell)}}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\sum_{j=1\atop","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"j\neq","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"i}^N","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\frac{x_{0j(k)}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"x_{0i(\ell)}(2-\delta_k^\ell)}{\lambda_{0i}-\lambda_{0j}}\mathbf{x}_{0j}</math>","text","","128.113.131.145","1","2007-04-10T18:52:23.000Z"
"and","text","","","-1","2016-12-20T06:25:05.558+01:00"
":<math>\frac{\partial","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_i}{\partial","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M_{(k\ell)}}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
